Sample,spacing,column,row,dist.from.dis,spores_mm2_new,Rep,nsources
"Rep7-B_10,4",0.5,10,4,1.5,9.157509158,A,25
"Rep7-C_1,1",1,1,1,6,34.34065934,A,9
"Rep7-C_1,2",1,1,2,6,6.105006105,A,9
"Rep7-C_1,3",1,1,3,6,61.05006105,A,9
"Rep7-C_2,1",1,2,1,5,11.44688645,A,9
"Rep7-C_2,2",1,2,2,5,1.526251526,A,9
"Rep7-C_3,1",1,3,1,4,21.36752137,A,9
"Rep7-C_3,2",1,3,2,4,11.44688645,A,9
"Rep7-C_3,3",1,3,3,4,3.434065934,A,9
"Rep7-C_4,1",1,4,1,3,48.07692308,A,9
"Rep7-C_4,2",1,4,2,3,1.526251526,A,9
"Rep7-C_4,3",1,4,3,3,91.86126374,A,9
"Rep7-C_5,1",1,5,1,2,70.97069597,A,9
"Rep7-C_5,2",1,5,2,2,31.28815629,A,9
"Rep7-C_5,3",1,5,3,2,29.18956044,A,9
"Rep7-C_6,1",1,6,1,1,48.07692308,A,9
"Rep7-C_6,2",1,6,2,1,19.07814408,A,9
"Rep7-C_6,3",1,6,3,1,51.12942613,A,9
"Rep7-E_1,1",2,1,1,6,6.105006105,A,4
"Rep7-F_1,1",2,1,1,6,6.868131868,A,4
"Rep7-H_1,1",2,1,1,6,9.157509158,A,4
"Rep7-I_1,1",2,1,1,6,0,A,4
"Rep7-E_1,2",2,1,2,6,9.920634921,A,4
"Rep7-F_1,2",2,1,2,6,0.763125763,A,4
"Rep7-H_1,2",2,1,2,6,676.8925519,A,4
"Rep7-I_1,2",2,1,2,6,26.70940171,A,4
"Rep7-E_2,1",2,2,1,4,0,A,4
"Rep7-F_2,1",2,2,1,4,9.920634921,A,4
"Rep7-H_2,1",2,2,1,4,3.815628816,A,4
"Rep7-I_2,1",2,2,1,4,0,A,4
"Rep7-E_2,2",2,2,2,4,16.78876679,A,4
"Rep7-F_2,2",2,2,2,4,0,A,4
"Rep7-H_2,2",2,2,2,4,23.65689866,A,4
"Rep7-I_2,2",2,2,2,4,120.5738706,A,4
"Rep7-E_3,1",2,3,1,2,40.44566545,A,4
"Rep7-H_3,1",2,3,1,2,11.44688645,A,4
"Rep7-I_3,1",2,3,1,2,38.15628816,A,4
"Rep7-E_3,2",2,3,2,2,20.6043956,A,4
"Rep7-H_3,2",2,3,2,2,19.07814408,A,4
"Rep7-I_3,2",2,3,2,2,77.83882784,A,4
